timestamp(s),heart_rate(bpm)
2019-05-22 2:09,178
2019-05-22 2:09,179
2019-05-22 2:10,179
2019-05-22 2:10,179
2019-05-22 2:10,179
2019-05-22 2:10,180
2019-05-22 2:10,179
2019-05-22 2:10,179
2019-05-22 2:10,178
2019-05-22 2:10,178
2019-05-22 2:10,178
2019-05-22 2:10,178
2019-05-22 2:10,178
2019-05-22 2:10,178
2019-05-22 2:10,178
2019-05-22 2:10,177
2019-05-22 2:10,177
2019-05-22 2:11,177
2019-05-22 2:11,177
2019-05-22 2:11,177
2019-05-22 2:11,177
2019-05-22 2:11,177
2019-05-22 2:11,177
2019-05-22 2:11,177
2019-05-22 2:11,178
2019-05-22 2:11,177
2019-05-22 2:11,177
2019-05-22 2:11,177
2019-05-22 2:11,177
2019-05-22 2:11,176
2019-05-22 2:11,176
2019-05-22 2:11,175
2019-05-22 2:11,175
2019-05-22 2:11,174
2019-05-22 2:11,173
2019-05-22 2:11,173
2019-05-22 2:11,173
2019-05-22 2:11,173
2019-05-22 2:12,172
2019-05-22 2:12,171
2019-05-22 2:12,171
2019-05-22 2:12,170
2019-05-22 2:12,168
2019-05-22 2:12,167
2019-05-22 2:12,166
2019-05-22 2:12,166
2019-05-22 2:12,166
2019-05-22 2:12,165
2019-05-22 2:12,166
2019-05-22 2:12,165
2019-05-22 2:12,165
2019-05-22 2:12,165
2019-05-22 2:12,165
2019-05-22 2:12,165
2019-05-22 2:12,165
2019-05-22 2:12,164
2019-05-22 2:12,163
2019-05-22 2:12,163
2019-05-22 2:12,163
2019-05-22 2:13,163
2019-05-22 2:13,162
2019-05-22 2:13,163
2019-05-22 2:13,163
2019-05-22 2:13,163
2019-05-22 2:13,162
2019-05-22 2:13,162
2019-05-22 2:13,162
2019-05-22 2:13,163
2019-05-22 2:13,164
2019-05-22 2:13,165
2019-05-22 2:13,165
2019-05-22 2:13,166
2019-05-22 2:13,167
2019-05-22 2:13,168
2019-05-22 2:13,168
2019-05-22 2:13,168
2019-05-22 2:13,168
2019-05-22 2:13,169
2019-05-22 2:13,169
2019-05-22 2:13,169
2019-05-22 2:13,169
2019-05-22 2:14,171
2019-05-22 2:14,172
2019-05-22 2:14,174
2019-05-22 2:14,176
2019-05-22 2:14,177
2019-05-22 2:14,177
2019-05-22 2:14,177
2019-05-22 2:14,178
2019-05-22 2:14,178
2019-05-22 2:14,178
2019-05-22 2:14,179
2019-05-22 2:14,179
2019-05-22 2:14,180
2019-05-22 2:14,180
2019-05-22 2:14,180
2019-05-22 2:14,180
2019-05-22 2:14,181
2019-05-22 2:14,181
2019-05-22 2:14,181
2019-05-22 2:15,181
2019-05-22 2:15,180
2019-05-22 2:15,181
2019-05-22 2:15,180
2019-05-22 2:15,180
2019-05-22 2:15,179
2019-05-22 2:15,179
2019-05-22 2:15,179
2019-05-22 2:15,179
2019-05-22 2:15,178
2019-05-22 2:15,178
2019-05-22 2:15,177
2019-05-22 2:15,178
2019-05-22 2:15,177
2019-05-22 2:15,176
2019-05-22 2:15,175
2019-05-22 2:15,175
2019-05-22 2:16,175
2019-05-22 2:16,175
2019-05-22 2:16,176
2019-05-22 2:16,176
2019-05-22 2:16,177
2019-05-22 2:16,178
2019-05-22 2:16,179
2019-05-22 2:16,179
2019-05-22 2:16,180
2019-05-22 2:16,180
2019-05-22 2:16,180
2019-05-22 2:16,179
2019-05-22 2:16,178
2019-05-22 2:16,178
2019-05-22 2:16,178
2019-05-22 2:16,178
2019-05-22 2:16,178
2019-05-22 2:16,178
2019-05-22 2:16,178
2019-05-22 2:16,177
2019-05-22 2:17,178
2019-05-22 2:17,178
2019-05-22 2:17,177
2019-05-22 2:17,177
2019-05-22 2:17,177
2019-05-22 2:17,176
2019-05-22 2:17,175
2019-05-22 2:17,174
2019-05-22 2:17,174
2019-05-22 2:17,175
2019-05-22 2:17,176
2019-05-22 2:17,176
2019-05-22 2:17,177
2019-05-22 2:17,178
2019-05-22 2:17,178
2019-05-22 2:17,177
2019-05-22 2:17,177
2019-05-22 2:17,177
2019-05-22 2:18,176
2019-05-22 2:18,173
2019-05-22 2:18,172
2019-05-22 2:18,170
2019-05-22 2:18,170
2019-05-22 2:18,169
2019-05-22 2:18,166
2019-05-22 2:18,166
2019-05-22 2:18,164
2019-05-22 2:18,163
2019-05-22 2:18,163
2019-05-22 2:18,163
2019-05-22 2:18,162
2019-05-22 2:18,161
2019-05-22 2:18,161
2019-05-22 2:18,159
2019-05-22 2:18,159
2019-05-22 2:18,159
2019-05-22 2:18,160
2019-05-22 2:18,160
2019-05-22 2:18,160
2019-05-22 2:19,159
2019-05-22 2:19,157
2019-05-22 2:19,156
2019-05-22 2:19,156
2019-05-22 2:19,157
2019-05-22 2:19,157
2019-05-22 2:19,156
2019-05-22 2:19,156
2019-05-22 2:19,154
2019-05-22 2:19,153
2019-05-22 2:19,151
2019-05-22 2:19,151
2019-05-22 2:19,150
2019-05-22 2:19,150
2019-05-22 2:19,149
2019-05-22 2:19,148
2019-05-22 2:19,147
2019-05-22 2:19,147
2019-05-22 2:19,147
2019-05-22 2:19,146
2019-05-22 2:19,145
2019-05-22 2:19,144
2019-05-22 2:20,144
2019-05-22 2:20,144
2019-05-22 2:20,145
2019-05-22 2:20,145
2019-05-22 2:20,146
2019-05-22 2:20,147
2019-05-22 2:20,147
2019-05-22 2:20,147
2019-05-22 2:20,147
2019-05-22 2:20,147
2019-05-22 2:20,148
2019-05-22 2:20,147
2019-05-22 2:20,147
2019-05-22 2:20,147
2019-05-22 2:20,146
2019-05-22 2:20,145
2019-05-22 2:20,145
2019-05-22 2:20,145
2019-05-22 2:20,145
2019-05-22 2:20,145
2019-05-22 2:20,145
2019-05-22 2:21,148
2019-05-22 2:21,148
2019-05-22 2:21,151
2019-05-22 2:21,151
2019-05-22 2:21,154
2019-05-22 2:21,155
2019-05-22 2:21,157
2019-05-22 2:21,158
2019-05-22 2:21,159
2019-05-22 2:21,161
2019-05-22 2:21,164
2019-05-22 2:21,165
2019-05-22 2:21,167
2019-05-22 2:21,168
2019-05-22 2:21,169
2019-05-22 2:22,170
2019-05-22 2:22,171
2019-05-22 2:22,171
2019-05-22 2:22,171
2019-05-22 2:22,171
2019-05-22 2:22,170
2019-05-22 2:22,171
2019-05-22 2:22,171
2019-05-22 2:22,170
2019-05-22 2:22,169
2019-05-22 2:23,169
2019-05-22 2:23,168
2019-05-22 2:23,167
2019-05-22 2:23,166
2019-05-22 2:23,166
2019-05-22 2:23,165
2019-05-22 2:23,166
2019-05-22 2:23,167
2019-05-22 2:23,167
2019-05-22 2:23,165
2019-05-22 2:24,166
2019-05-22 2:24,167
2019-05-22 2:24,169
2019-05-22 2:24,171
2019-05-22 2:24,172
2019-05-22 2:24,171
2019-05-22 2:24,171
2019-05-22 2:24,170
2019-05-22 2:24,169
2019-05-22 2:24,169
2019-05-22 2:24,168
2019-05-22 2:25,167
2019-05-22 2:25,166
2019-05-22 2:25,165
2019-05-22 2:25,166
2019-05-22 2:25,164
2019-05-22 2:25,163
2019-05-22 2:25,163
2019-05-22 2:25,165
2019-05-22 2:25,163
2019-05-22 2:26,162
2019-05-22 2:26,163
2019-05-22 2:26,165
2019-05-22 2:26,166
2019-05-22 2:26,166
2019-05-22 2:26,167
2019-05-22 2:26,167
2019-05-22 2:26,166
2019-05-22 2:26,166
2019-05-22 2:26,166
2019-05-22 2:27,166
2019-05-22 2:27,165
2019-05-22 2:27,165
2019-05-22 2:27,164
2019-05-22 2:27,165
2019-05-22 2:27,163
2019-05-22 2:27,164
2019-05-22 2:27,162
2019-05-22 2:27,161
2019-05-22 2:27,162
2019-05-22 2:27,161
2019-05-22 2:28,160
2019-05-22 2:28,160
2019-05-22 2:28,160
2019-05-22 2:28,161
2019-05-22 2:28,161
2019-05-22 2:28,162
2019-05-22 2:28,162
2019-05-22 2:28,163
2019-05-22 2:28,163
2019-05-22 2:28,164
2019-05-22 2:28,164
2019-05-22 2:28,164
2019-05-22 2:29,164
2019-05-22 2:29,164
2019-05-22 2:29,165
2019-05-22 2:29,167
2019-05-22 2:29,166
2019-05-22 2:29,167
2019-05-22 2:29,167
2019-05-22 2:29,167
2019-05-22 2:29,167
2019-05-22 2:30,168
2019-05-22 2:30,168
2019-05-22 2:30,168
2019-05-22 2:30,167
2019-05-22 2:30,168
2019-05-22 2:30,167
2019-05-22 2:30,166
2019-05-22 2:30,166
2019-05-22 2:30,166
2019-05-22 2:31,166
2019-05-22 2:31,167
2019-05-22 2:31,168
2019-05-22 2:31,169
2019-05-22 2:31,170
2019-05-22 2:31,171
2019-05-22 2:31,171
2019-05-22 2:31,171
2019-05-22 2:31,172
2019-05-22 2:31,172
2019-05-22 2:31,172
2019-05-22 2:31,173
2019-05-22 2:32,173
2019-05-22 2:32,173
2019-05-22 2:32,173
2019-05-22 2:32,173
2019-05-22 2:32,172
2019-05-22 2:32,173
2019-05-22 2:32,173
2019-05-22 2:32,172
2019-05-22 2:32,172
2019-05-22 2:32,172
2019-05-22 2:32,172
2019-05-22 2:32,172
2019-05-22 2:32,172
2019-05-22 2:33,172
2019-05-22 2:33,171
2019-05-22 2:33,170
2019-05-22 2:33,170
2019-05-22 2:33,169
2019-05-22 2:33,170
2019-05-22 2:33,171
2019-05-22 2:33,170
2019-05-22 2:33,170
2019-05-22 2:33,170
2019-05-22 2:34,171
2019-05-22 2:34,172
2019-05-22 2:34,172
2019-05-22 2:34,172
2019-05-22 2:34,172
2019-05-22 2:34,171
2019-05-22 2:34,170
2019-05-22 2:34,170
2019-05-22 2:34,171
2019-05-22 2:34,171
2019-05-22 2:35,171
2019-05-22 2:35,171
2019-05-22 2:35,171
2019-05-22 2:35,171
2019-05-22 2:35,172
2019-05-22 2:35,171
2019-05-22 2:35,172
2019-05-22 2:35,172
2019-05-22 2:35,172
2019-05-22 2:35,172
2019-05-22 2:36,172
2019-05-22 2:36,172
2019-05-22 2:36,171
2019-05-22 2:36,171
2019-05-22 2:36,172
2019-05-22 2:36,172
2019-05-22 2:36,172
2019-05-22 2:36,172
2019-05-22 2:36,172
2019-05-22 2:36,172
2019-05-22 2:36,172
2019-05-22 2:37,173
2019-05-22 2:37,173
2019-05-22 2:37,173
2019-05-22 2:37,173
2019-05-22 2:37,173
2019-05-22 2:37,172
2019-05-22 2:37,173
2019-05-22 2:37,173
2019-05-22 2:37,173
2019-05-22 2:37,174
2019-05-22 2:37,174
2019-05-22 2:38,174
2019-05-22 2:38,175
2019-05-22 2:38,174
2019-05-22 2:38,173
2019-05-22 2:38,173
2019-05-22 2:38,173
2019-05-22 2:38,173
2019-05-22 2:38,173
2019-05-22 2:38,173
2019-05-22 2:38,173
2019-05-22 2:38,173
2019-05-22 2:38,174
2019-05-22 2:38,175
2019-05-22 2:39,175
2019-05-22 2:39,175
2019-05-22 2:39,175
2019-05-22 2:39,174
2019-05-22 2:39,174
2019-05-22 2:39,174
2019-05-22 2:39,174
2019-05-22 2:39,174
2019-05-22 2:39,173
2019-05-22 2:39,173
2019-05-22 2:40,173
2019-05-22 2:40,172
2019-05-22 2:40,173
2019-05-22 2:40,173
2019-05-22 2:40,172
2019-05-22 2:40,172
2019-05-22 2:40,172
2019-05-22 2:40,173
2019-05-22 2:40,174
2019-05-22 2:40,175
2019-05-22 2:41,175
2019-05-22 2:41,176
2019-05-22 2:41,176
2019-05-22 2:41,175
2019-05-22 2:41,174
2019-05-22 2:41,175
2019-05-22 2:41,175
2019-05-22 2:41,174
2019-05-22 2:41,174
2019-05-22 2:41,174
2019-05-22 2:41,174
2019-05-22 2:41,174
2019-05-22 2:41,174
2019-05-22 2:41,175
2019-05-22 2:42,174
2019-05-22 2:42,175
2019-05-22 2:42,175
2019-05-22 2:42,174
2019-05-22 2:42,174
2019-05-22 2:42,174
2019-05-22 2:42,173
2019-05-22 2:42,173
2019-05-22 2:42,173
2019-05-22 2:42,174
2019-05-22 2:42,175
2019-05-22 2:42,175
2019-05-22 2:42,175
2019-05-22 2:42,175
2019-05-22 2:42,175
2019-05-22 2:42,175
2019-05-22 2:42,176
2019-05-22 2:42,175
2019-05-22 2:43,176
2019-05-22 2:43,176
2019-05-22 2:43,176
2019-05-22 2:43,176
2019-05-22 2:43,176
2019-05-22 2:43,176
2019-05-22 2:43,176
2019-05-22 2:43,177
2019-05-22 2:43,177
2019-05-22 2:43,177
2019-05-22 2:43,177
2019-05-22 2:43,177
2019-05-22 2:43,177
2019-05-22 2:43,177
2019-05-22 2:43,176
2019-05-22 2:43,176
2019-05-22 2:43,176
2019-05-22 2:44,176
2019-05-22 2:44,176
2019-05-22 2:44,176
2019-05-22 2:44,176
2019-05-22 2:44,177
2019-05-22 2:44,176
2019-05-22 2:44,177
2019-05-22 2:44,176
2019-05-22 2:44,176
2019-05-22 2:44,176
2019-05-22 2:44,176
2019-05-22 2:45,176
2019-05-22 2:45,176
2019-05-22 2:45,176
2019-05-22 2:45,176
2019-05-22 2:45,176
2019-05-22 2:45,176
2019-05-22 2:45,176
2019-05-22 2:45,177
2019-05-22 2:45,177
2019-05-22 2:45,177
2019-05-22 2:45,178
2019-05-22 2:45,179
2019-05-22 2:45,178
2019-05-22 2:45,178
2019-05-22 2:46,178
2019-05-22 2:46,177
2019-05-22 2:46,177
2019-05-22 2:46,177
2019-05-22 2:46,177
2019-05-22 2:46,177
2019-05-22 2:46,178
2019-05-22 2:46,178
2019-05-22 2:46,177
2019-05-22 2:46,178
2019-05-22 2:46,179
2019-05-22 2:46,180
2019-05-22 2:46,180
2019-05-22 2:46,181
2019-05-22 2:46,180
2019-05-22 2:47,180
2019-05-22 2:47,179
2019-05-22 2:47,179
2019-05-22 2:47,178
2019-05-22 2:47,178
2019-05-22 2:47,178
2019-05-22 2:47,179
2019-05-22 2:47,178
2019-05-22 2:47,178
2019-05-22 2:47,177
2019-05-22 2:47,177
2019-05-22 2:48,178
2019-05-22 2:48,177
2019-05-22 2:48,176
2019-05-22 2:48,176
2019-05-22 2:48,176
2019-05-22 2:48,176
2019-05-22 2:48,176
2019-05-22 2:48,176
2019-05-22 2:48,176
2019-05-22 2:48,176
2019-05-22 2:48,176
2019-05-22 2:48,177
2019-05-22 2:49,178
2019-05-22 2:49,179
2019-05-22 2:49,181
2019-05-22 2:49,182
2019-05-22 2:49,184
2019-05-22 2:49,185
2019-05-22 2:49,185
2019-05-22 2:49,185
2019-05-22 2:51,142
2019-05-22 2:51,141
2019-05-22 2:51,143
2019-05-22 2:51,145
2019-05-22 2:51,147
2019-05-22 2:51,148
2019-05-22 2:51,149
2019-05-22 2:51,149
2019-05-22 2:51,150
2019-05-22 2:51,150
2019-05-22 2:52,152
2019-05-22 2:52,155
2019-05-22 2:52,156
2019-05-22 2:52,157
2019-05-22 2:52,158
2019-05-22 2:52,158
2019-05-22 2:52,160
2019-05-22 2:52,161
2019-05-22 2:52,161
2019-05-22 2:52,162
2019-05-22 2:52,162
2019-05-22 2:52,163
2019-05-22 2:52,164
2019-05-22 2:53,164
2019-05-22 2:53,164
2019-05-22 2:53,164
2019-05-22 2:53,163
2019-05-22 2:53,164
2019-05-22 2:53,165
2019-05-22 2:53,165
2019-05-22 2:53,165
2019-05-22 2:53,165
2019-05-22 2:53,165
2019-05-22 2:53,166
2019-05-22 2:53,166
2019-05-22 2:53,165
2019-05-22 2:53,166
2019-05-22 2:53,167
2019-05-22 2:54,169
2019-05-22 2:54,169
2019-05-22 2:54,170
2019-05-22 2:54,171
2019-05-22 2:54,172
2019-05-22 2:54,172
2019-05-22 2:54,173
2019-05-22 2:54,174
2019-05-22 2:54,175
2019-05-22 2:54,177
2019-05-22 2:54,178
2019-05-22 2:54,178
2019-05-22 2:54,178
2019-05-22 2:55,179
2019-05-22 2:55,179
2019-05-22 2:55,179
2019-05-22 2:55,180
2019-05-22 2:55,180
2019-05-22 2:55,179
2019-05-22 2:55,180
2019-05-22 2:55,179
2019-05-22 2:55,178
2019-05-22 2:55,176
2019-05-22 2:55,175
2019-05-22 2:55,175
2019-05-22 2:56,175
2019-05-22 2:56,175
2019-05-22 2:56,175
2019-05-22 2:56,176
2019-05-22 2:56,176
2019-05-22 2:56,177
2019-05-22 2:56,177
2019-05-22 2:56,177
2019-05-22 2:56,177
2019-05-22 2:56,177
2019-05-22 2:56,178
2019-05-22 2:56,178
2019-05-22 2:57,178
2019-05-22 2:57,177
2019-05-22 2:57,177
2019-05-22 2:57,176
2019-05-22 2:57,177
2019-05-22 2:57,177
2019-05-22 2:57,176
2019-05-22 2:57,176
2019-05-22 2:57,176
2019-05-22 2:57,174
2019-05-22 2:57,174
2019-05-22 2:57,175
2019-05-22 2:58,175
2019-05-22 2:58,175
2019-05-22 2:58,174
2019-05-22 2:58,174
2019-05-22 2:58,174
2019-05-22 2:58,172
2019-05-22 2:58,172
2019-05-22 2:58,172
2019-05-22 2:58,171
2019-05-22 2:58,171
2019-05-22 2:58,171
2019-05-22 2:58,171
2019-05-22 2:58,170
2019-05-22 2:59,170
2019-05-22 2:59,170
2019-05-22 2:59,170
2019-05-22 2:59,170
2019-05-22 2:59,169
2019-05-22 2:59,169
2019-05-22 2:59,169
2019-05-22 2:59,168
2019-05-22 2:59,167
2019-05-22 2:59,167
2019-05-22 2:59,166
2019-05-22 2:59,165
2019-05-22 2:59,164
2019-05-22 2:59,165
2019-05-22 2:59,166
2019-05-22 2:59,165
2019-05-22 2:59,163
2019-05-22 3:00,163
2019-05-22 3:00,163
2019-05-22 3:00,164
2019-05-22 3:00,163
2019-05-22 3:00,163
2019-05-22 3:00,164
2019-05-22 3:00,165
2019-05-22 3:00,165
2019-05-22 3:00,165
2019-05-22 3:00,164
2019-05-22 3:00,165
2019-05-22 3:00,166
2019-05-22 3:00,166
2019-05-22 3:00,165
2019-05-22 3:01,165
2019-05-22 3:01,166
2019-05-22 3:01,166
2019-05-22 3:01,166
2019-05-22 3:01,166
2019-05-22 3:01,166
2019-05-22 3:01,166
2019-05-22 3:01,166
2019-05-22 3:01,167
2019-05-22 3:01,167
2019-05-22 3:01,167
2019-05-22 3:01,168
2019-05-22 3:01,168
2019-05-22 3:01,169
2019-05-22 3:01,170
2019-05-22 3:01,170
2019-05-22 3:01,171
2019-05-22 3:01,172
2019-05-22 3:01,172
2019-05-22 3:02,174
2019-05-22 3:02,174
2019-05-22 3:02,176
2019-05-22 3:02,177
2019-05-22 3:02,178
2019-05-22 3:02,179
2019-05-22 3:02,180
2019-05-22 3:02,180
2019-05-22 3:02,181
2019-05-22 3:02,182
2019-05-22 3:02,183
2019-05-22 3:02,184
2019-05-22 3:02,183
2019-05-22 3:02,184
2019-05-22 3:02,184
2019-05-22 3:02,184
2019-05-22 3:02,185
2019-05-22 3:02,185
2019-05-22 3:03,185
2019-05-22 3:03,185
2019-05-22 3:03,185
2019-05-22 3:03,185
2019-05-22 3:03,186
2019-05-22 3:03,185
