timestamp(s),heart_rate(bpm)
2014-12-10 16:55,183
2014-12-10 16:59,130
2014-12-10 16:59,131
2014-12-10 16:59,131
2014-12-10 16:59,132
2014-12-10 16:59,135
2014-12-10 16:59,137
2014-12-10 16:59,140
2014-12-10 16:59,140
2014-12-10 16:59,143
2014-12-10 16:59,144
2014-12-10 16:59,147
2014-12-10 16:59,148
2014-12-10 16:59,150
2014-12-10 16:59,153
2014-12-10 16:59,154
2014-12-10 17:00,155
2014-12-10 17:00,156
2014-12-10 17:00,156
2014-12-10 17:00,157
2014-12-10 17:00,157
2014-12-10 17:00,158
2014-12-10 17:00,159
2014-12-10 17:00,160
2014-12-10 17:00,161
2014-12-10 17:00,162
2014-12-10 17:00,162
2014-12-10 17:00,162
2014-12-10 17:00,162
2014-12-10 17:00,162
2014-12-10 17:00,162
2014-12-10 17:00,162
2014-12-10 17:00,162
2014-12-10 17:01,162
2014-12-10 17:01,162
2014-12-10 17:01,161
2014-12-10 17:01,161
2014-12-10 17:01,162
2014-12-10 17:01,162
2014-12-10 17:01,162
2014-12-10 17:01,164
2014-12-10 17:01,163
2014-12-10 17:01,163
2014-12-10 17:01,162
2014-12-10 17:01,162
2014-12-10 17:01,163
2014-12-10 17:01,164
2014-12-10 17:01,165
2014-12-10 17:02,164
2014-12-10 17:02,165
2014-12-10 17:02,165
2014-12-10 17:02,164
2014-12-10 17:02,165
2014-12-10 17:02,165
2014-12-10 17:02,164
2014-12-10 17:02,165
2014-12-10 17:02,165
2014-12-10 17:02,165
2014-12-10 17:02,165
2014-12-10 17:02,166
2014-12-10 17:02,166
2014-12-10 17:02,166
2014-12-10 17:02,167
2014-12-10 17:02,166
2014-12-10 17:02,167
2014-12-10 17:03,166
2014-12-10 17:03,167
2014-12-10 17:03,169
2014-12-10 17:03,169
2014-12-10 17:03,170
2014-12-10 17:03,170
2014-12-10 17:03,170
2014-12-10 17:03,171
2014-12-10 17:03,171
2014-12-10 17:03,171
2014-12-10 17:03,171
2014-12-10 17:03,171
2014-12-10 17:03,171
2014-12-10 17:03,173
2014-12-10 17:03,173
2014-12-10 17:03,173
2014-12-10 17:03,174
2014-12-10 17:04,173
2014-12-10 17:04,174
2014-12-10 17:04,175
2014-12-10 17:04,175
2014-12-10 17:04,176
2014-12-10 17:04,176
2014-12-10 17:04,176
2014-12-10 17:04,175
2014-12-10 17:04,175
2014-12-10 17:04,175
2014-12-10 17:04,176
2014-12-10 17:04,177
2014-12-10 17:04,177
2014-12-10 17:04,177
2014-12-10 17:04,177
2014-12-10 17:04,177
2014-12-10 17:05,178
2014-12-10 17:05,178
2014-12-10 17:05,178
2014-12-10 17:05,178
2014-12-10 17:05,179
2014-12-10 17:05,179
2014-12-10 17:05,178
2014-12-10 17:05,179
2014-12-10 17:05,178
2014-12-10 17:05,178
2014-12-10 17:05,179
2014-12-10 17:05,178
2014-12-10 17:05,178
2014-12-10 17:05,179
2014-12-10 17:05,179
2014-12-10 17:05,179
2014-12-10 17:06,179
2014-12-10 17:06,179
2014-12-10 17:06,179
2014-12-10 17:06,179
2014-12-10 17:06,180
2014-12-10 17:06,179
2014-12-10 17:06,179
2014-12-10 17:06,180
2014-12-10 17:06,180
2014-12-10 17:06,181
2014-12-10 17:06,181
2014-12-10 17:06,181
2014-12-10 17:06,182
2014-12-10 17:06,182
2014-12-10 17:06,182
2014-12-10 17:06,183
2014-12-10 17:06,183
2014-12-10 17:07,184
2014-12-10 17:07,184
2014-12-10 17:07,184
2014-12-10 17:07,184
2014-12-10 17:07,185
2014-12-10 17:07,185
2014-12-10 17:07,185
2014-12-10 17:07,185
2014-12-10 17:07,185
2014-12-10 17:07,185
2014-12-10 17:07,185
2014-12-10 17:07,184
2014-12-10 17:07,184
2014-12-10 17:07,185
2014-12-10 17:07,185
2014-12-10 17:08,184
2014-12-10 17:08,184
2014-12-10 17:08,183
2014-12-10 17:08,183
2014-12-10 17:08,184
2014-12-10 17:08,184
2014-12-10 17:08,184
2014-12-10 17:08,184
2014-12-10 17:08,185
2014-12-10 17:08,185
2014-12-10 17:08,185
2014-12-10 17:08,186
2014-12-10 17:08,185
2014-12-10 17:08,185
2014-12-10 17:08,185
2014-12-10 17:08,185
2014-12-10 17:13,152
2014-12-10 17:13,153
2014-12-10 17:13,154
2014-12-10 17:13,154
2014-12-10 17:13,155
2014-12-10 17:13,156
2014-12-10 17:13,158
2014-12-10 17:13,159
2014-12-10 17:13,160
2014-12-10 17:13,160
2014-12-10 17:14,160
2014-12-10 17:14,160
2014-12-10 17:14,161
2014-12-10 17:14,161
2014-12-10 17:14,160
2014-12-10 17:14,161
2014-12-10 17:14,161
2014-12-10 17:14,162
2014-12-10 17:14,162
2014-12-10 17:14,163
2014-12-10 17:14,163
2014-12-10 17:14,164
2014-12-10 17:14,164
2014-12-10 17:14,164
2014-12-10 17:14,165
2014-12-10 17:14,165
2014-12-10 17:15,164
2014-12-10 17:15,164
2014-12-10 17:15,164
2014-12-10 17:15,164
2014-12-10 17:15,164
2014-12-10 17:15,164
2014-12-10 17:15,164
2014-12-10 17:15,165
2014-12-10 17:15,166
2014-12-10 17:15,166
2014-12-10 17:15,167
2014-12-10 17:15,166
2014-12-10 17:15,166
2014-12-10 17:15,166
2014-12-10 17:15,166
2014-12-10 17:15,167
2014-12-10 17:16,167
2014-12-10 17:16,168
2014-12-10 17:16,168
2014-12-10 17:16,168
2014-12-10 17:16,168
2014-12-10 17:16,169
2014-12-10 17:16,168
2014-12-10 17:16,169
2014-12-10 17:16,169
2014-12-10 17:16,169
2014-12-10 17:16,168
2014-12-10 17:16,168
2014-12-10 17:16,168
2014-12-10 17:16,169
2014-12-10 17:16,169
2014-12-10 17:17,169
2014-12-10 17:17,170
2014-12-10 17:17,171
2014-12-10 17:17,171
2014-12-10 17:17,171
2014-12-10 17:17,171
2014-12-10 17:17,171
2014-12-10 17:17,172
2014-12-10 17:17,173
2014-12-10 17:17,174
2014-12-10 17:17,174
2014-12-10 17:17,175
2014-12-10 17:17,175
2014-12-10 17:18,176
2014-12-10 17:18,176
2014-12-10 17:18,177
2014-12-10 17:18,176
2014-12-10 17:18,176
2014-12-10 17:18,176
2014-12-10 17:18,177
2014-12-10 17:18,177
2014-12-10 17:18,178
2014-12-10 17:18,178
2014-12-10 17:18,178
2014-12-10 17:18,178
2014-12-10 17:18,177
2014-12-10 17:18,178
2014-12-10 17:18,178
2014-12-10 17:19,178
2014-12-10 17:19,178
2014-12-10 17:19,178
2014-12-10 17:19,178
2014-12-10 17:19,179
2014-12-10 17:19,179
2014-12-10 17:19,178
2014-12-10 17:19,179
2014-12-10 17:19,178
2014-12-10 17:19,178
2014-12-10 17:19,178
2014-12-10 17:19,179
2014-12-10 17:19,179
2014-12-10 17:19,179
2014-12-10 17:19,179
2014-12-10 17:20,179
2014-12-10 17:20,180
2014-12-10 17:20,181
2014-12-10 17:20,181
2014-12-10 17:20,182
2014-12-10 17:20,181
2014-12-10 17:20,181
2014-12-10 17:20,182
2014-12-10 17:20,182
2014-12-10 17:20,181
2014-12-10 17:20,182
2014-12-10 17:20,182
2014-12-10 17:20,182
2014-12-10 17:21,183
2014-12-10 17:21,184
2014-12-10 17:21,184
2014-12-10 17:21,185
2014-12-10 17:21,184
2014-12-10 17:21,185
2014-12-10 17:21,185
2014-12-10 17:21,185
2014-12-10 17:21,185
2014-12-10 17:21,185
2014-12-10 17:21,186
2014-12-10 17:21,186
2014-12-10 17:21,185
2014-12-10 17:21,186
2014-12-10 17:21,186
2014-12-10 17:22,187
2014-12-10 17:22,187
2014-12-10 17:22,187
2014-12-10 17:22,187
2014-12-10 17:22,187
2014-12-10 17:22,187
2014-12-10 17:22,186
2014-12-10 17:22,185
